reaction,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom,DGdd_pred,DGdd_true
S2-D1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)Cl,2,C=CC(C)Cl,2,17.40,17.70
S2-D1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C(F)(F)F,2,C=CC(C)C(F)(F)F,2,19.67,19.90
S2-D1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C(C)=O,2,C=CC(C)C(C)=O,2,15.26,14.90
S2-D1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C(C)(C)C,2,C=CC(C)C(C)(C)C,2,16.32,16.40
S2-D1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)N(C)C,2,C=CC(C)N(C)C,2,8.67,8.70
S2-E1a-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C,2,C#CCC,2,17.43,17.40
S2-E1b-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C#N,2,C#CCC#N,2,20.99,21.60
S2-E1c-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]N,2,C#CCN,2,12.10,11.90
S2-E1d-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH][N+](=O)[O-],2,C#CC[N+](=O)[O-],2,23.12,23.30
S2-E1e-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]SC,2,C#CCSC,2,14.79,14.70
S2-E1f-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]OC,2,C#CCOC,2,15.08,14.80
S2-E1g-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](OC)OC,2,C#CC(OC)OC,2,14.77,14.40
S2-E1h-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]O,2,C#CCO,2,15.31,15.30
S2-E1i-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH2],2,C#CC,2,20.66,20.60
S2-E1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]Cl,2,C#CCCl,2,19.67,20.00
S2-E1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C(F)(F)F,2,C#CCC(F)(F)F,2,23.46,22.90
S2-E1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C(C)=O,2,C#CCC(C)=O,2,18.79,18.50
S2-E1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C(C)(C)C,2,C#CCC(C)(C)C,2,18.45,18.20
S2-E1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]N(C)C,2,C#CCN(C)C,2,9.39,9.00
S2-F1a-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)c1ccccc1,1,CC(C)c1ccccc1,1,15.03,14.70
S2-F1b-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C#N)c1ccccc1,1,CC(C#N)c1ccccc1,1,18.07,18.20
S2-F1c-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](N)c1ccccc1,1,CC(N)c1ccccc1,1,9.46,9.40
S2-F1d-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)[N+](=O)[O-],1,CC(c1ccccc1)[N+](=O)[O-],1,22.75,23.30
S2-F1e-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CS[C](C)c1ccccc1,2,CSC(C)c1ccccc1,2,15.23,15.40
S2-F1f-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[C](C)c1ccccc1,2,COC(C)c1ccccc1,2,12.87,12.30
S2-F1h-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](O)c1ccccc1,1,CC(O)c1ccccc1,1,12.85,12.50
S2-F1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)Cl,2,C#CC(C)Cl,2,18.80,19.00
S2-F1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C(F)(F)F,2,C#CC(C)C(F)(F)F,2,22.71,23.00
S2-F1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C(C)=O,2,C#CC(C)C(C)=O,2,18.91,19.30
S2-F1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)C(C)(C)C,1,CC(c1ccccc1)C(C)(C)C,1,19.84,19.80
S2-F1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)N(C)C,1,CC(c1ccccc1)N(C)C,1,11.53,11.70
S2-G1a-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[CH]c1ccccc1,1,CCc1ccccc1,1,16.32,16.30
S2-G1b-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N#C[CH]c1ccccc1,2,N#CCc1ccccc1,2,19.29,19.50
S2-G1c-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N[CH]c1ccccc1,1,NCc1ccccc1,1,9.95,10.10
S2-G1d-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[N+]([O-])[CH]c1ccccc1,3,O=[N+]([O-])Cc1ccccc1,3,23.53,23.50
S2-G1e-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CS[CH]c1ccccc1,2,CSCc1ccccc1,2,14.79,14.60
S2-G1f-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[CH]c1ccccc1,2,COCc1ccccc1,2,13.25,13.20
S2-G1g-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[C](OC)c1ccccc1,2,COC(OC)c1ccccc1,2,17.25,17.60
S2-G1h-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O[CH]c1ccccc1,1,OCc1ccccc1,1,12.62,12.40
S2-G1i-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]c1ccccc1,0,Cc1ccccc1,0,19.11,18.90
S2-G1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,Cl[CH]c1ccccc1,1,ClCc1ccccc1,1,18.92,18.80
S2-G1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,FC(F)(F)[CH]c1ccccc1,4,FC(F)(F)Cc1ccccc1,4,24.36,23.90
S2-G1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(=O)[CH]c1ccccc1,3,CC(=O)Cc1ccccc1,3,19.12,19.20
S2-G1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)[CH]c1ccccc1,4,CC(C)(C)Cc1ccccc1,4,20.39,20.20
S2-G1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CN(C)[CH]c1ccccc1,3,CN(C)Cc1ccccc1,3,10.84,10.80
S2-H1a-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C,2,C#CC(C)C,2,15.88,16.00
S2-H1b-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C#N,2,C#CC(C)C#N,2,18.04,18.00
S2-H1c-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)N,2,C#CC(C)N,2,10.16,10.20
S2-H1d-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)[N+](=O)[O-],2,C#CC(C)[N+](=O)[O-],2,20.11,20.00
S2-H1e-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)SC,2,C#CC(C)SC,2,14.45,14.70
S2-H1f-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)OC,2,C#CC(C)OC,2,14.41,14.60
S2-H1h-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)O,2,C#CC(C)O,2,14.73,15.20
S2-H1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](Cl)c1ccccc1,1,CC(Cl)c1ccccc1,1,18.55,18.70
S2-H1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)C(F)(F)F,1,CC(c1ccccc1)C(F)(F)F,1,21.49,21.80
S2-H1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C(C)=O)c1ccccc1,1,CC(=O)C(C)c1ccccc1,3,16.60,16.30
S2-H1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C(C)(C)C,2,C#CC(C)C(C)(C)C,2,17.40,17.80
S2-H1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)N(C)C,2,C#CC(C)N(C)C,2,10.49,10.70
S2-I1a-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC[C]=O,2,CCC=O,2,11.80,11.70
S2-I1b-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N#CC[C]=O,3,N#CCC=O,3,16.23,16.10
S2-I1c-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,NC[C]=O,2,NCC=O,2,10.86,10.80
S2-I1d-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]C[N+](=O)[O-],1,O=CC[N+](=O)[O-],1,16.93,16.80
S2-I1e-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CSC[C]=O,3,CSCC=O,3,13.61,13.80
S2-I1f-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,COC[C]=O,3,COCC=O,3,13.55,13.80
S2-I1h-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]CO,1,O=CCO,1,12.47,12.30
S2-I1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]CCl,1,O=CCCl,1,15.07,15.00
S2-I1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]CC(F)(F)F,1,O=CCC(F)(F)F,1,15.20,15.30
S2-I1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(=O)C[C]=O,4,CC(=O)CC=O,4,14.64,14.70
S2-I1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)C[C]=O,5,CC(C)(C)CC=O,5,12.11,12.10
S2-I1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CN(C)C[C]=O,4,CN(C)CC=O,4,10.69,10.60
S2-J1a-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,Cc1ccc([C]=O)cc1,5,Cc1ccc(C=O)cc1,5,15.78,15.90
S2-J1b-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N#Cc1ccc([C]=O)cc1,6,N#Cc1ccc(C=O)cc1,6,17.34,17.40
S2-J1c-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,Nc1ccc([C]=O)cc1,5,Nc1ccc(C=O)cc1,5,14.58,14.60
S2-J1d-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc([N+](=O)[O-])cc1,1,O=Cc1ccc([N+](=O)[O-])cc1,1,17.51,17.50
S2-J1e-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CSc1ccc([C]=O)cc1,6,CSc1ccc(C=O)cc1,6,15.85,16.00
S2-J1f-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,COc1ccc([C]=O)cc1,6,COc1ccc(C=O)cc1,6,15.52,15.50
S2-J1h-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc(O)cc1,1,O=Cc1ccc(O)cc1,1,15.50,15.60
S2-J1i-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccccc1,1,O=Cc1ccccc1,1,15.99,16.20
S2-J1j-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc(Cl)cc1,1,O=Cc1ccc(Cl)cc1,1,16.74,16.70
S2-J1k-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc(C(F)(F)F)cc1,1,O=Cc1ccc(C(F)(F)F)cc1,1,17.74,17.50
S2-J1l-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(=O)c1ccc([C]=O)cc1,7,CC(=O)c1ccc(C=O)cc1,7,16.77,16.60
S2-J1m-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)c1ccc([C]=O)cc1,8,CC(C)(C)c1ccc(C=O)cc1,8,15.99,16.20
S2-J1n-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CN(C)c1ccc([C]=O)cc1,7,CN(C)c1ccc(C=O)cc1,7,14.71,14.40
S2-SI1-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C]=O,1,CC=O,1,11.92,11.90
S2-SI2-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)[C]=O,3,CC(C)C=O,3,12.32,12.40
S2-SI3-H1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)[C]=O,4,CC(C)(C)C=O,4,12.66,12.60
S3-A1a-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C,0,CC,0,21.83,21.60
S3-A1b-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C#N,0,CC#N,0,26.38,26.50
S3-A1c-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]N,0,CN,0,13.04,13.00
S3-A1d-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2][N+](=O)[O-],0,C[N+](=O)[O-],0,30.10,30.40
S3-A1e-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]SC,0,CSC,0,16.78,16.50
S3-A1f-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]OC,0,COC,0,16.78,17.10
S3-A1h-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]O,0,CO,0,17.77,18.00
S3-A1i-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH3],0,C,0,26.54,26.50
S3-A1j-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]Cl,0,CCl,0,25.54,25.30
S3-A1k-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(F)(F)F,0,CC(F)(F)F,0,31.30,31.30
S3-A1l-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)=O,0,CC(C)=O,0,23.71,23.70
S3-A1m-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)(C)C,0,CC(C)(C)C,0,24.32,24.50
S3-A1n-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]N(C)C,0,CN(C)C,0,10.92,10.80
S3-B1a-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CC,1,CCCC,1,19.17,19.00
S3-B1a-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCC,0,CCCC,0,23.54,23.60
S3-B1b-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]C#N,2,CCCC#N,2,22.46,22.50
S3-B1b-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CC#N,1,CCCC#N,1,22.37,22.30
S3-B1b-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCC#N,0,CCCC#N,0,24.49,24.30
S3-B1c-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]N,2,CCCN,2,11.22,11.20
S3-B1c-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CN,1,CCCN,1,19.74,19.90
S3-B1c-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCN,0,CCCN,0,23.61,23.60
S3-B1d-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH][N+](=O)[O-],2,CCC[N+](=O)[O-],2,25.11,25.40
S3-B1d-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]C[N+](=O)[O-],1,CCC[N+](=O)[O-],1,23.06,23.00
S3-B1d-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CC[N+](=O)[O-],0,CCC[N+](=O)[O-],0,25.15,25.30
S3-B1e-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]SC,2,CCCSC,2,15.62,15.80
S3-B1e-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CSC,1,CCCSC,1,20.00,20.20
S3-B1e-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCSC,0,CCCSC,0,23.78,24.00
S3-B1f-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]OC,2,CCCOC,2,15.03,15.10
S3-B1f-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]COC,1,CCCOC,1,20.45,20.60
S3-B1f-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCOC,0,CCCOC,0,23.93,24.10
S3-B1h-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]O,2,CCCO,2,15.60,15.90
S3-B1h-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CO,1,CCCO,1,20.12,20.20
S3-B1h-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCO,0,CCCO,0,23.55,23.70
S3-B1j-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]Cl,2,CCCCl,2,22.61,22.70
S3-B1j-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CCl,1,CCCCl,1,21.63,21.70
S3-B1j-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCCl,0,CCCCl,0,24.36,24.60
S3-B1k-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]C(F)(F)F,2,CCCC(F)(F)F,2,26.80,26.80
S3-B1k-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CC(F)(F)F,1,CCCC(F)(F)F,1,22.19,22.20
S3-B1k-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCC(F)(F)F,0,CCCC(F)(F)F,0,24.70,24.60
S3-B1l-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]C(C)=O,2,CCCC(C)=O,2,20.03,20.00
S3-B1l-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CC(C)=O,1,CCCC(C)=O,1,20.54,20.30
S3-B1l-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCC(C)=O,0,CCCC(C)=O,0,23.69,23.80
S3-B1m-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]C(C)(C)C,2,CCCC(C)(C)C,2,20.05,19.90
S3-B1m-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CC(C)(C)C,1,CCCC(C)(C)C,1,19.35,19.40
S3-B1m-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCC(C)(C)C,0,CCCC(C)(C)C,0,23.48,23.50
S3-B1n-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CC[CH]N(C)C,2,CCCN(C)C,2,9.02,9.00
S3-B1n-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[CH]CN(C)C,1,CCCN(C)C,1,19.93,20.30
S3-B1n-H3,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]CCN(C)C,0,CCCN(C)C,0,23.80,23.80
S3-B2a-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)C,1,CC(C)C,1,16.34,16.90
S3-B2a-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)C,0,CC(C)C,0,23.60,23.10
S3-B2b-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)C#N,1,CC(C)C#N,1,19.73,19.70
S3-B2b-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)C#N,0,CC(C)C#N,0,26.74,26.80
S3-B2c-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)N,1,CC(C)N,1,9.50,9.40
S3-B2c-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)N,0,CC(C)N,0,24.47,24.40
S3-B2d-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)[N+](=O)[O-],1,CC(C)[N+](=O)[O-],1,22.45,22.70
S3-B2d-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)[N+](=O)[O-],0,CC(C)[N+](=O)[O-],0,26.64,26.60
S3-B2e-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CS[C](C)C,2,CSC(C)C,2,14.34,14.10
S3-B2e-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)SC,0,CSC(C)C,3,23.58,23.40
S3-B2f-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,CO[C](C)C,2,COC(C)C,2,14.04,13.90
S3-B2f-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)OC,0,COC(C)C,3,24.80,24.70
S3-B2h-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)O,1,CC(C)O,1,13.80,13.70
S3-B2h-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)O,0,CC(C)O,0,24.75,25.10
S3-B2j-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)Cl,1,CC(C)Cl,1,19.74,20.20
S3-B2j-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)Cl,0,CC(C)Cl,0,25.07,24.80
S3-B2k-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)C(F)(F)F,1,CC(C)C(F)(F)F,1,23.10,23.10
S3-B2k-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)C(F)(F)F,0,CC(C)C(F)(F)F,0,26.04,25.90
S3-B2l-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)C(C)=O,1,CC(=O)C(C)C,3,16.27,16.20
S3-B2l-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)C(C)=O,0,CC(=O)C(C)C,4,23.98,23.90
S3-B2m-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)C(C)(C)C,1,CC(C)C(C)(C)C,1,17.27,17.30
S3-B2m-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)C(C)(C)C,0,CC(C)C(C)(C)C,0,23.15,22.90
S3-B2n-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C[C](C)N(C)C,1,CC(C)N(C)C,1,8.41,8.30
S3-B2n-H2,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C(C)N(C)C,0,CC(C)N(C)C,0,23.51,23.30
S3-C1a-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C=C[CH]C,2,C=CCC,2,14.90,14.70
S3-C1b-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C=C[CH]C#N,2,C=CCC#N,2,18.54,18.70
S3-C1c-H1,FC(F)(F)C[S],5,FC(F)(F)CS,5,C=C[CH]N,2,C=CCN,2,9.05,8.80
