reaction,DGdd_true,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom
N1-A1a-H1,19.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C,0,CC,0
N1-A1b-H1,25.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C#N,0,CC#N,0
N1-A1c-H1,10.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]N,0,CN,0
N1-A1d-H1,28.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2][N+](=O)[O-],0,C[N+](=O)[O-],0
N1-A1e-H1,15,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]SC,0,CSC,0
N1-A1f-H1,16.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]OC,0,COC,0
N1-A1h-H1,18,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]O,0,CO,0
N1-A1i-H1,23.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH3],0,C,0
N1-A1j-H1,23.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]Cl,0,CCl,0
N1-A1k-H1,28.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(F)(F)F,0,CC(F)(F)F,0
N1-A1l-H1,24.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)=O,0,CC(C)=O,0
N1-A1m-H1,22.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)(C)C,0,CC(C)(C)C,0
N1-A1n-H1,7.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]N(C)C,0,CN(C)C,0
N1-B1a-H1,18.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CC,1,CCCC,1
N1-B1a-H3,21.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCC,0,CCCC,0
N1-B1b-H1,23.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]C#N,2,CCCC#N,2
N1-B1b-H2,21.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CC#N,1,CCCC#N,1
N1-B1b-H3,23.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCC#N,0,CCCC#N,0
N1-B1c-H1,11.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]N,2,CCCN,2
N1-B1c-H2,18.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CN,1,CCCN,1
N1-B1c-H3,21.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCN,0,CCCN,0
N1-B1d-H1,25.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH][N+](=O)[O-],2,CCC[N+](=O)[O-],2
N1-B1d-H2,22.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]C[N+](=O)[O-],1,CCC[N+](=O)[O-],1
N1-B1d-H3,23,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CC[N+](=O)[O-],0,CCC[N+](=O)[O-],0
N1-B1e-H1,13.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]SC,2,CCCSC,2
N1-B1e-H2,20.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CSC,1,CCCSC,1
N1-B1e-H3,21.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCSC,0,CCCSC,0
N1-B1f-H1,16.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]OC,2,CCCOC,2
N1-B1f-H2,19.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]COC,1,CCCOC,1
N1-B1f-H3,22.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCOC,0,CCCOC,0
N1-B1h-H1,16,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]O,2,CCCO,2
N1-B1h-H2,18.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CO,1,CCCO,1
N1-B1h-H3,21.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCO,0,CCCO,0
N1-B1j-H1,22.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]Cl,2,CCCCl,2
N1-B1j-H2,20.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CCl,1,CCCCl,1
N1-B1j-H3,22.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCCl,0,CCCCl,0
N1-B1k-H1,25.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]C(F)(F)F,2,CCCC(F)(F)F,2
N1-B1k-H2,21.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CC(F)(F)F,1,CCCC(F)(F)F,1
N1-B1k-H3,22.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCC(F)(F)F,0,CCCC(F)(F)F,0
N1-B1l-H1,20.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]C(C)=O,2,CCCC(C)=O,2
N1-B1l-H2,20.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CC(C)=O,1,CCCC(C)=O,1
N1-B1l-H3,21.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCC(C)=O,0,CCCC(C)=O,0
N1-B1m-H1,20.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]C(C)(C)C,2,CCCC(C)(C)C,2
N1-B1m-H2,19.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CC(C)(C)C,1,CCCC(C)(C)C,1
N1-B1m-H3,21,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCC(C)(C)C,0,CCCC(C)(C)C,0
N1-B1n-H1,7.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[CH]N(C)C,2,CCCN(C)C,2
N1-B1n-H2,19.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]CN(C)C,1,CCCN(C)C,1
N1-B1n-H3,21.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]CCN(C)C,0,CCCN(C)C,0
N1-B2a-H1,17.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)C,1,CC(C)C,1
N1-B2a-H2,21.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)C,0,CC(C)C,0
N1-B2b-H1,21.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)C#N,1,CC(C)C#N,1
N1-B2b-H2,23.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)C#N,0,CC(C)C#N,0
N1-B2c-H1,10.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)N,1,CC(C)N,1
N1-B2c-H2,22.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)N,0,CC(C)N,0
N1-B2d-H1,23.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)[N+](=O)[O-],1,CC(C)[N+](=O)[O-],1
N1-B2d-H2,24.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)[N+](=O)[O-],0,CC(C)[N+](=O)[O-],0
N1-B2e-H1,13.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CS[C](C)C,2,CSC(C)C,2
N1-B2e-H2,21.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)SC,0,CSC(C)C,3
N1-B2f-H1,15.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CO[C](C)C,2,COC(C)C,2
N1-B2f-H2,22.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)OC,0,COC(C)C,3
N1-B2h-H1,14.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)O,1,CC(C)O,1
N1-B2h-H2,22.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)O,0,CC(C)O,0
N1-B2j-H1,20,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)Cl,1,CC(C)Cl,1
N1-B2j-H2,24.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)Cl,0,CC(C)Cl,0
N1-B2k-H1,23.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)C(F)(F)F,1,CC(C)C(F)(F)F,1
N1-B2k-H2,24.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)C(F)(F)F,0,CC(C)C(F)(F)F,0
N1-B2l-H1,19.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)C(C)=O,1,CC(=O)C(C)C,3
N1-B2l-H2,22,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)C(C)=O,0,CC(=O)C(C)C,4
N1-B2m-H1,18.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)C(C)(C)C,1,CC(C)C(C)(C)C,1
N1-B2m-H2,22.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)C(C)(C)C,0,CC(C)C(C)(C)C,0
N1-B2n-H1,7.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)N(C)C,1,CC(C)N(C)C,1
N1-B2n-H2,21.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C(C)N(C)C,0,CC(C)N(C)C,0
N1-C1a-H1,17.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]C,2,C=CCC,2
N1-C1b-H1,20.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]C#N,2,C=CCC#N,2
N1-C1c-H1,13,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]N,2,C=CCN,2
N1-C1d-H1,22.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH][N+](=O)[O-],2,C=CC[N+](=O)[O-],2
N1-C1e-H1,13.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]SC,2,C=CCSC,2
N1-C1f-H1,15.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]OC,2,C=CCOC,2
N1-C1h-H1,15.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]O,2,C=CCO,2
N1-C1i-H1,18.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]C=C,0,C=CC,2
N1-C1j-H1,19.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]Cl,2,C=CCCl,2
N1-C1k-H1,21.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]C(F)(F)F,2,C=CCC(F)(F)F,2
N1-C1l-H1,19.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]C(C)=O,2,C=CCC(C)=O,2
N1-C1m-H1,19.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]C(C)(C)C,2,C=CCC(C)(C)C,2
N1-C1n-H1,10.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[CH]N(C)C,2,C=CCN(C)C,2
N1-D1a-H1,15.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)C,2,C=CC(C)C,2
N1-D1b-H1,19.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)C#N,2,C=CC(C)C#N,2
N1-D1c-H1,12,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)N,2,C=CC(C)N,2
N1-D1d-H1,21.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)[N+](=O)[O-],2,C=CC(C)[N+](=O)[O-],2
N1-D1e-H1,14.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)SC,2,C=CC(C)SC,2
N1-D1f-H1,14,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)OC,2,C=CC(C)OC,2
N1-D1h-H1,15.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)O,2,C=CC(C)O,2
N1-D1j-H1,19.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)Cl,2,C=CC(C)Cl,2
N1-D1k-H1,20.9,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)C(F)(F)F,2,C=CC(C)C(F)(F)F,2
N1-D1l-H1,19.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)C(C)=O,2,C=CC(C)C(C)=O,2
N1-D1m-H1,18.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)C(C)(C)C,2,C=CC(C)C(C)(C)C,2
N1-D1n-H1,8.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C=C[C](C)N(C)C,2,C=CC(C)N(C)C,2
N1-E1a-H1,18.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]C,2,C#CCC,2
N1-E1b-H1,22.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]C#N,2,C#CCC#N,2
N1-E1c-H1,15.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]N,2,C#CCN,2
N1-E1d-H1,24.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH][N+](=O)[O-],2,C#CC[N+](=O)[O-],2
N1-E1e-H1,15.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]SC,2,C#CCSC,2
N1-E1f-H1,17.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]OC,2,C#CCOC,2
N1-E1h-H1,18,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]O,2,C#CCO,2
N1-E1i-H1,20.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH2],2,C#CC,2
N1-E1j-H1,21.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]Cl,2,C#CCCl,2
N1-E1k-H1,24.8,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]C(F)(F)F,2,C#CCC(F)(F)F,2
N1-E1l-H1,21.5,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]C(C)=O,2,C#CCC(C)=O,2
N1-E1m-H1,20.1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]C(C)(C)C,2,C#CCC(C)(C)C,2
N1-E1n-H1,13.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[CH]N(C)C,2,C#CCN(C)C,2
N1-F1a-H1,16.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C)c1ccccc1,1,CC(C)c1ccccc1,1
N1-F1b-H1,19.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C#N)c1ccccc1,1,CC(C#N)c1ccccc1,1
N1-F1c-H1,12.6,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](N)c1ccccc1,1,CC(N)c1ccccc1,1
N1-F1d-H1,24.2,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](c1ccccc1)[N+](=O)[O-],1,CC(c1ccccc1)[N+](=O)[O-],1
N1-F1e-H1,15.7,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CS[C](C)c1ccccc1,2,CSC(C)c1ccccc1,2
N1-F1f-H1,15.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CO[C](C)c1ccccc1,2,COC(C)c1ccccc1,2
N1-F1h-H1,15.3,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](O)c1ccccc1,1,CC(O)c1ccccc1,1
N1-F1j-H1,19.4,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)Cl,2,C#CC(C)Cl,2
